age_group,sex,education,income_group,race_group,obesity_rate,n
25-29,Male,Graduated high school,100k-200k,NH-White,0.286368843069874,873
45-49,Female,Graduated high school,35k-50k,NH-White,0.4799081515499426,871
35-39,Male,Graduated high school,25k-35k,NH-White,0.3679354094579008,867
30-34,Male,Graduated college or technical school,50k-100k,Hispanic,0.2979214780600462,866
35-39,Female,Attended college or technical school,15k-25k,NH-White,0.4965034965034965,858
25-29,Male,Graduated college or technical school,200k+,NH-White,0.14352941176470588,850
30-34,Female,Graduated college or technical school,50k-100k,NH-Black,0.4677033492822967,836
75-79,Female,Attended college or technical school,100k-200k,NH-White,0.23381294964028776,834
80+,Female,Attended college or technical school,<15k,NH-White,0.24969987995198079,833
45-49,Female,Graduated high school,100k-200k,NH-White,0.3898916967509025,831
40-44,Male,Graduated college or technical school,35k-50k,NH-White,0.3566265060240964,830
50-54,Male,Graduated college or technical school,35k-50k,NH-White,0.390832328106152,829
25-29,Female,Graduated high school,25k-35k,NH-White,0.47642079806529625,827
18-24,Female,Attended college or technical school,<15k,NH-White,0.1900726392251816,826
65-69,Male,Attended college or technical school,<15k,NH-White,0.32929782082324455,826
45-49,Female,Graduated college or technical school,50k-100k,Hispanic,0.36484848484848487,825
30-34,Female,Graduated high school,35k-50k,NH-White,0.4725943970767357,821
45-49,Female,Graduated high school,15k-25k,NH-White,0.505521472392638,815
30-34,Female,Graduated high school,15k-25k,NH-White,0.4679012345679012,810
45-49,Female,Graduated high school,25k-35k,NH-White,0.5099009900990099,808
70-74,Male,Graduated high school,<15k,NH-White,0.38337468982630274,806
50-54,Female,Graduated college or technical school,25k-35k,NH-White,0.4269521410579345,794
35-39,Male,Graduated college or technical school,50k-100k,Hispanic,0.3493064312736444,793
25-29,Male,Graduated college or technical school,25k-35k,NH-White,0.23261694058154236,791
35-39,Female,Graduated high school,15k-25k,NH-White,0.45949367088607596,790
55-59,Female,Graduated college or technical school,15k-25k,NH-White,0.3816793893129771,786
25-29,Male,Attended college or technical school,25k-35k,NH-White,0.323943661971831,781
18-24,Female,Graduated college or technical school,25k-35k,NH-White,0.18637532133676094,778
80+,Male,Attended college or technical school,100k-200k,NH-White,0.2390745501285347,778
40-44,Female,Graduated high school,15k-25k,NH-White,0.5284237726098191,774
50-54,Male,Graduated high school,<15k,NH-White,0.42337662337662335,770
45-49,Male,Graduated high school,25k-35k,NH-White,0.3968668407310705,766
18-24,Male,Graduated high school,15k-25k,Hispanic,0.21148825065274152,766
50-54,Female,Graduated college or technical school,100k-200k,NH-Black,0.49017038007863695,763
80+,Male,Did not graduate high school,15k-25k,NH-White,0.2204724409448819,762
45-49,Male,Attended college or technical school,200k+,NH-White,0.4283837056504599,761
70-74,Male,Graduated high school,100k-200k,NH-White,0.39473684210526316,760
45-49,Male,Graduated college or technical school,35k-50k,NH-White,0.4227212681638045,757
30-34,Male,Graduated college or technical school,50k-100k,Asian,0.12367021276595745,752
60-64,Male,Did not graduate high school,15k-25k,NH-White,0.4122340425531915,752
50-54,Male,Attended college or technical school,200k+,NH-White,0.4375,752
55-59,Male,Attended college or technical school,200k+,NH-White,0.4165554072096128,749
75-79,Male,Graduated college or technical school,15k-25k,NH-White,0.2949061662198391,746
40-44,Female,Graduated high school,100k-200k,NH-White,0.3696236559139785,744
30-34,Male,Attended college or technical school,25k-35k,NH-White,0.3387096774193548,744
30-34,Female,Attended college or technical school,15k-25k,NH-White,0.4472972972972973,740
18-24,Male,Attended college or technical school,50k-100k,Hispanic,0.23666210670314639,731
50-54,Female,Graduated college or technical school,50k-100k,Hispanic,0.3662551440329218,729
18-24,Male,Attended college or technical school,<15k,NH-White,0.13991769547325103,729
25-29,Male,Graduated college or technical school,50k-100k,Asian,0.13480055020632736,727
55-59,Male,Attended college or technical school,<15k,NH-White,0.41517241379310343,725
75-79,Female,Attended college or technical school,<15k,NH-White,0.36235955056179775,712
60-64,Male,Did not graduate high school,<15k,NH-White,0.3563380281690141,710
25-29,Male,Graduated high school,50k-100k,Hispanic,0.3788732394366197,710
55-59,Male,Graduated college or technical school,25k-35k,NH-White,0.39633286318758815,709
35-39,Male,Attended college or technical school,25k-35k,NH-White,0.36324167872648333,691
60-64,Female,Graduated college or technical school,<15k,NH-White,0.3793604651162791,688
30-34,Female,Graduated college or technical school,25k-35k,NH-White,0.34593023255813954,688
40-44,Male,Attended college or technical school,25k-35k,NH-White,0.42565597667638483,686
45-49,Male,Graduated high school,15k-25k,NH-White,0.43795620437956206,685
25-29,Female,Graduated high school,15k-25k,NH-White,0.4510948905109489,685
80+,Female,Did not graduate high school,25k-35k,NH-White,0.22076023391812866,684
40-44,Female,Graduated college or technical school,25k-35k,NH-White,0.4108983799705449,679
40-44,Male,Graduated college or technical school,50k-100k,Hispanic,0.3637702503681885,679
50-54,Male,Attended college or technical school,25k-35k,NH-White,0.39085545722713866,678
30-34,Male,Attended college or technical school,50k-100k,Hispanic,0.40472673559822747,677
45-49,Female,Graduated college or technical school,100k-200k,NH-Black,0.5140740740740741,675
55-59,Female,Graduated college or technical school,100k-200k,NH-Black,0.5045180722891566,664
45-49,Female,Graduated college or technical school,25k-35k,NH-White,0.444947209653092,663
40-44,Male,Attended college or technical school,200k+,NH-White,0.3806646525679758,662
60-64,Female,Did not graduate high school,<15k,NH-White,0.45770392749244715,662
80+,Female,Did not graduate high school,<15k,NH-White,0.25113464447806355,661
65-69,Male,Did not graduate high school,15k-25k,NH-White,0.3696969696969697,660
60-64,Female,Did not graduate high school,15k-25k,NH-White,0.5053272450532724,657
40-44,Female,Graduated college or technical school,100k-200k,NH-Black,0.4573170731707317,656
75-79,Female,Graduated college or technical school,200k+,NH-White,0.14220183486238533,654
60-64,Male,Attended college or technical school,200k+,NH-White,0.401840490797546,652
35-39,Male,Graduated college or technical school,50k-100k,Asian,0.17928902627511592,647
65-69,Female,Graduated high school,15k-25k,NH-Black,0.5301391035548686,647
60-64,Male,Graduated college or technical school,50k-100k,NH-Black,0.41731066460587324,647
35-39,Male,Graduated high school,15k-25k,NH-White,0.4034003091190108,647
35-39,Female,Graduated college or technical school,25k-35k,NH-White,0.42569659442724456,646
25-29,Male,Attended college or technical school,50k-100k,Hispanic,0.3606811145510836,646
40-44,Female,Graduated college or technical school,100k-200k,Hispanic,0.3094867807153966,643
45-49,Female,Attended college or technical school,<15k,NH-White,0.49455676516329705,643
50-54,Male,Attended college or technical school,15k-25k,NH-White,0.41471048513302033,639
50-54,Female,Graduated college or technical school,15k-25k,NH-White,0.431496062992126,635
18-24,Female,Graduated high school,100k-200k,NH-White,0.14873417721518986,632
25-29,Female,Graduated college or technical school,50k-100k,NH-Black,0.3549920760697306,631
40-44,Male,Graduated high school,15k-25k,NH-White,0.40669856459330145,627
45-49,Female,Graduated high school,<15k,NH-White,0.5231259968102073,627
30-34,Male,Graduated high school,50k-100k,Hispanic,0.45527156549520764,626
70-74,Male,Attended college or technical school,<15k,NH-White,0.28753993610223644,626
80+,Female,Attended college or technical school,100k-200k,NH-White,0.1568,625
75-79,Female,Did not graduate high school,15k-25k,NH-White,0.3776,625
35-39,Male,Graduated college or technical school,100k-200k,Asian,0.17419354838709677,620
18-24,Female,Graduated high school,25k-35k,Hispanic,0.2827140549273021,619
80+,Male,Did not graduate high school,25k-35k,NH-White,0.23376623376623376,616
45-49,Male,Attended college or technical school,25k-35k,NH-White,0.44155844155844154,616
18-24,Male,Graduated high school,<15k,NH-White,0.23902439024390243,615
35-39,Male,Attended college or technical school,50k-100k,Hispanic,0.4504065040650406,615
60-64,Female,Attended college or technical school,50k-100k,NH-Black,0.5349593495934959,615
18-24,Female,Graduated high school,15k-25k,Hispanic,0.272875816993464,612
45-49,Male,Graduated college or technical school,50k-100k,Hispanic,0.3862520458265139,611
25-29,Female,Attended college or technical school,15k-25k,NH-White,0.41887417218543044,604
65-69,Female,Graduated college or technical school,<15k,NH-White,0.36710963455149503,602
30-34,Male,Graduated high school,15k-25k,NH-White,0.385,600
30-34,Male,Graduated college or technical school,100k-200k,Asian,0.1440536013400335,597
40-44,Female,Attended college or technical school,<15k,NH-White,0.5016835016835017,594
60-64,Female,Graduated college or technical school,100k-200k,NH-Black,0.4341216216216216,592
35-39,Female,Graduated college or technical school,100k-200k,Hispanic,0.31864406779661014,590
70-74,Female,Did not graduate high school,15k-25k,NH-White,0.40816326530612246,588
55-59,Female,Did not graduate high school,<15k,NH-White,0.467687074829932,588
65-69,Female,Did not graduate high school,15k-25k,NH-White,0.49401709401709404,585
40-44,Male,Graduated college or technical school,100k-200k,Hispanic,0.3664383561643836,584
55-59,Female,Attended college or technical school,50k-100k,NH-Black,0.6092943201376936,581
50-54,Male,Graduated college or technical school,50k-100k,NH-Black,0.4438687392055268,579
18-24,Male,Graduated college or technical school,25k-35k,NH-White,0.15916955017301038,578
25-29,Male,Graduated high school,15k-25k,NH-White,0.3217993079584775,578
45-49,Female,Graduated college or technical school,100k-200k,Hispanic,0.3304498269896194,578
35-39,Male,Graduated high school,50k-100k,Hispanic,0.4506065857885615,577
35-39,Male,Graduated college or technical school,100k-200k,Hispanic,0.34375,576
50-54,Male,Graduated college or technical school,50k-100k,Hispanic,0.4031413612565445,573
70-74,Female,Graduated high school,15k-25k,NH-Black,0.5306479859894921,571
40-44,Female,Graduated high school,<15k,NH-White,0.5008787346221442,569
55-59,Female,Graduated college or technical school,50k-100k,Hispanic,0.37566137566137564,567
18-24,Female,Graduated college or technical school,15k-25k,NH-White,0.19823008849557522,565
45-49,Male,Graduated college or technical school,50k-100k,NH-Black,0.450354609929078,564
25-29,Female,Graduated college or technical school,50k-100k,Asian,0.10338680926916222,561
40-44,Male,Graduated college or technical school,50k-100k,NH-Black,0.39928698752228164,561
35-39,Female,Graduated high school,100k-200k,NH-White,0.32974910394265233,558
35-39,Female,Graduated high school,<15k,NH-White,0.492831541218638,558
35-39,Female,Attended college or technical school,50k-100k,Hispanic,0.4793536804308797,557
50-54,Female,Attended college or technical school,50k-100k,NH-Black,0.59245960502693,557
30-34,Male,Graduated college or technical school,50k-100k,NH-Black,0.3237410071942446,556
30-34,Female,Attended college or technical school,50k-100k,Hispanic,0.43783783783783786,555
65-69,Female,Attended college or technical school,50k-100k,NH-Black,0.5081081081081081,555
70-74,Male,Graduated college or technical school,50k-100k,NH-Black,0.32432432432432434,555
35-39,Female,Graduated college or technical school,100k-200k,NH-Black,0.48736462093862815,554
70-74,Female,Graduated high school,100k-200k,NH-White,0.33634719710669075,553
35-39,Male,Graduated college or technical school,50k-100k,NH-Black,0.426497277676951,551
18-24,Female,Graduated high school,50k-100k,Hispanic,0.24500907441016334,551
30-34,Female,Graduated high school,15k-25k,Hispanic,0.41530054644808745,549
30-34,Male,Graduated college or technical school,25k-35k,NH-White,0.2677595628415301,549
25-29,Female,Attended college or technical school,100k-200k,NH-White,0.3053016453382084,547
70-74,Female,Graduated college or technical school,<15k,NH-White,0.3875685557586837,547
60-64,Male,Did not graduate high school,50k-100k,NH-White,0.42047531992687387,547
30-34,Female,Graduated college or technical school,50k-100k,Asian,0.14442413162705667,547
55-59,Male,Did not graduate high school,<15k,NH-White,0.38939670932358317,547
40-44,Male,Attended college or technical school,50k-100k,Hispanic,0.47522935779816516,545
60-64,Male,Graduated college or technical school,<15k,NH-White,0.3522935779816514,545
55-59,Male,Graduated college or technical school,15k-25k,NH-White,0.3596330275229358,545
65-69,Male,Did not graduate high school,<15k,NH-White,0.35661764705882354,544
40-44,Male,Graduated college or technical school,100k-200k,Asian,0.15101289134438306,543
18-24,Female,Graduated high school,<15k,NH-White,0.27071823204419887,543
50-54,Male,Attended college or technical school,<15k,NH-White,0.44935543278084716,543
75-79,Female,Graduated college or technical school,50k-100k,NH-Black,0.34444444444444444,540
65-69,Male,Graduated college or technical school,50k-100k,NH-Black,0.3580705009276438,539
30-34,Female,Graduated college or technical school,100k-200k,Hispanic,0.3333333333333333,537
18-24,Male,Graduated high school,200k+,NH-White,0.10800744878957169,537
40-44,Male,Graduated high school,50k-100k,Hispanic,0.4651600753295669,531
25-29,Female,Graduated college or technical school,200k+,NH-White,0.14583333333333334,528
45-49,Female,Attended college or technical school,50k-100k,NH-Black,0.5996204933586338,527
18-24,Female,Attended college or technical school,50k-100k,Hispanic,0.25285171102661597,526
