age_group,sex,education,income_group,race_group,obesity_rate,n
25-29,Female,Graduated high school,50k-100k,Asian,0.17777777777777778,45
50-54,Male,Graduated high school,50k-100k,NHOPI,0.5555555555555556,45
40-44,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.37777777777777777,45
50-54,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.4888888888888889,45
50-54,Female,Graduated college or technical school,25k-35k,Asian,0.08888888888888889,45
45-49,Female,Graduated high school,25k-35k,Other/Multiracial,0.5777777777777777,45
65-69,Male,Graduated high school,25k-35k,Asian,0.2,45
35-39,Female,Attended college or technical school,100k-200k,Asian,0.28888888888888886,45
18-24,Female,Graduated high school,35k-50k,AIAN,0.28888888888888886,45
35-39,Male,Attended college or technical school,100k-200k,AIAN,0.5333333333333333,45
60-64,Female,Graduated high school,15k-25k,Asian,0.13333333333333333,45
70-74,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.28888888888888886,45
70-74,Male,Graduated college or technical school,200k+,Other/Multiracial,0.28888888888888886,45
35-39,Male,Did not graduate high school,15k-25k,NH-Black,0.3111111111111111,45
40-44,Male,Attended college or technical school,25k-35k,AIAN,0.4666666666666667,45
55-59,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.5111111111111111,45
25-29,Female,Graduated college or technical school,200k+,Other/Multiracial,0.17777777777777778,45
35-39,Female,Graduated college or technical school,25k-35k,Asian,0.17777777777777778,45
25-29,Female,Attended college or technical school,35k-50k,AIAN,0.4444444444444444,45
65-69,Male,Graduated college or technical school,35k-50k,AIAN,0.38636363636363635,44
60-64,Male,Graduated college or technical school,25k-35k,Asian,0.06818181818181818,44
35-39,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.4090909090909091,44
45-49,Male,Graduated college or technical school,50k-100k,NHOPI,0.5681818181818182,44
35-39,Male,Attended college or technical school,50k-100k,NHOPI,0.5454545454545454,44
55-59,Female,Graduated college or technical school,25k-35k,Asian,0.22727272727272727,44
25-29,Male,Graduated college or technical school,200k+,NH-Black,0.18181818181818182,44
70-74,Male,Graduated high school,100k-200k,NH-Black,0.3181818181818182,44
65-69,Male,Graduated college or technical school,50k-100k,NHOPI,0.29545454545454547,44
80+,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.18181818181818182,44
70-74,Male,Graduated college or technical school,25k-35k,Asian,0.09090909090909091,44
60-64,Female,Graduated college or technical school,200k+,Other/Multiracial,0.29545454545454547,44
30-34,Female,Graduated high school,50k-100k,Asian,0.20454545454545456,44
50-54,Male,Did not graduate high school,200k+,NH-White,0.4318181818181818,44
65-69,Female,Graduated high school,50k-100k,Asian,0.18181818181818182,44
60-64,Male,Did not graduate high school,50k-100k,NH-Black,0.5,44
50-54,Male,Did not graduate high school,<15k,AIAN,0.4318181818181818,44
40-44,Male,Graduated college or technical school,<15k,NH-Black,0.3409090909090909,44
65-69,Female,Graduated college or technical school,50k-100k,NHOPI,0.3409090909090909,44
40-44,Male,Graduated high school,25k-35k,Asian,0.3181818181818182,44
70-74,Male,Did not graduate high school,100k-200k,NH-White,0.45454545454545453,44
30-34,Female,Graduated high school,50k-100k,AIAN,0.5454545454545454,44
30-34,Male,Attended college or technical school,200k+,Hispanic,0.22727272727272727,44
75-79,Male,Attended college or technical school,50k-100k,Asian,0.1590909090909091,44
25-29,Male,Attended college or technical school,<15k,NH-Black,0.22727272727272727,44
18-24,Male,Graduated high school,200k+,NH-Black,0.22727272727272727,44
75-79,Male,Attended college or technical school,100k-200k,NH-Black,0.3181818181818182,44
80+,Male,Graduated college or technical school,15k-25k,Hispanic,0.22727272727272727,44
50-54,Male,Graduated college or technical school,35k-50k,Other/Multiracial,0.36363636363636365,44
25-29,Female,Graduated high school,35k-50k,AIAN,0.4418604651162791,43
30-34,Female,Attended college or technical school,<15k,Other/Multiracial,0.46511627906976744,43
18-24,Male,Did not graduate high school,50k-100k,Other/Multiracial,0.20930232558139536,43
60-64,Male,Attended college or technical school,100k-200k,AIAN,0.3023255813953488,43
60-64,Male,Attended college or technical school,200k+,NH-Black,0.5813953488372093,43
25-29,Female,Attended college or technical school,25k-35k,Asian,0.20930232558139536,43
55-59,Female,Graduated high school,50k-100k,Asian,0.13953488372093023,43
30-34,Female,Graduated college or technical school,35k-50k,AIAN,0.4883720930232558,43
18-24,Female,Attended college or technical school,35k-50k,AIAN,0.18604651162790697,43
70-74,Male,Graduated college or technical school,35k-50k,AIAN,0.3488372093023256,43
25-29,Female,Graduated high school,100k-200k,Hispanic,0.46511627906976744,43
40-44,Male,Graduated college or technical school,50k-100k,NHOPI,0.46511627906976744,43
45-49,Male,Attended college or technical school,35k-50k,AIAN,0.5813953488372093,43
25-29,Male,Graduated college or technical school,<15k,NH-Black,0.3023255813953488,43
55-59,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.4883720930232558,43
35-39,Male,Graduated high school,<15k,Other/Multiracial,0.27906976744186046,43
35-39,Male,Attended college or technical school,200k+,Hispanic,0.4186046511627907,43
65-69,Male,Did not graduate high school,<15k,AIAN,0.3488372093023256,43
45-49,Male,Attended college or technical school,200k+,NH-Black,0.46511627906976744,43
55-59,Female,Did not graduate high school,25k-35k,NH-Black,0.5581395348837209,43
55-59,Male,Did not graduate high school,50k-100k,NH-Black,0.4883720930232558,43
80+,Female,Graduated high school,<15k,Other/Multiracial,0.13953488372093023,43
45-49,Male,Graduated college or technical school,25k-35k,Asian,0.18604651162790697,43
30-34,Male,Graduated high school,15k-25k,Asian,0.37209302325581395,43
80+,Female,Attended college or technical school,15k-25k,Asian,0.06976744186046512,43
55-59,Male,Did not graduate high school,<15k,Other/Multiracial,0.27906976744186046,43
80+,Male,Graduated high school,50k-100k,Hispanic,0.2558139534883721,43
40-44,Female,Graduated college or technical school,15k-25k,Asian,0.23255813953488372,43
35-39,Male,Attended college or technical school,15k-25k,AIAN,0.47619047619047616,42
35-39,Female,Graduated high school,50k-100k,AIAN,0.3333333333333333,42
75-79,Male,Attended college or technical school,15k-25k,Other/Multiracial,0.23809523809523808,42
55-59,Male,Attended college or technical school,200k+,Hispanic,0.4523809523809524,42
70-74,Male,Graduated high school,<15k,AIAN,0.16666666666666666,42
45-49,Female,Graduated high school,25k-35k,AIAN,0.5476190476190477,42
25-29,Female,Attended college or technical school,15k-25k,Asian,0.14285714285714285,42
55-59,Female,Graduated college or technical school,<15k,Other/Multiracial,0.4523809523809524,42
60-64,Female,Did not graduate high school,<15k,Other/Multiracial,0.5238095238095238,42
30-34,Male,Graduated high school,<15k,AIAN,0.3333333333333333,42
35-39,Male,Graduated college or technical school,<15k,NH-Black,0.21428571428571427,42
60-64,Male,Attended college or technical school,15k-25k,Asian,0.2619047619047619,42
25-29,Female,Attended college or technical school,100k-200k,NH-Black,0.3333333333333333,42
70-74,Female,Did not graduate high school,35k-50k,NH-Black,0.3333333333333333,42
30-34,Male,Did not graduate high school,15k-25k,NH-Black,0.30952380952380953,42
40-44,Female,Graduated high school,100k-200k,NH-Black,0.42857142857142855,42
30-34,Male,Attended college or technical school,25k-35k,AIAN,0.40476190476190477,42
50-54,Male,Graduated college or technical school,100k-200k,NHOPI,0.5714285714285714,42
40-44,Female,Graduated high school,35k-50k,Asian,0.14285714285714285,42
25-29,Male,Attended college or technical school,15k-25k,Asian,0.21951219512195122,41
45-49,Female,Graduated high school,35k-50k,Other/Multiracial,0.3902439024390244,41
40-44,Male,Attended college or technical school,35k-50k,AIAN,0.3902439024390244,41
70-74,Female,Attended college or technical school,35k-50k,Asian,0.24390243902439024,41
40-44,Male,Attended college or technical school,<15k,Other/Multiracial,0.36585365853658536,41
75-79,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.36585365853658536,41
60-64,Male,Attended college or technical school,35k-50k,Asian,0.12195121951219512,41
75-79,Female,Graduated college or technical school,<15k,Hispanic,0.36585365853658536,41
60-64,Female,Did not graduate high school,15k-25k,AIAN,0.2682926829268293,41
65-69,Male,Graduated high school,100k-200k,Hispanic,0.3170731707317073,41
60-64,Male,Graduated college or technical school,15k-25k,Asian,0.17073170731707318,41
60-64,Female,Graduated college or technical school,15k-25k,AIAN,0.2926829268292683,41
45-49,Male,Graduated high school,<15k,Other/Multiracial,0.36585365853658536,41
75-79,Female,Graduated high school,<15k,Other/Multiracial,0.4146341463414634,41
70-74,Male,Attended college or technical school,<15k,Other/Multiracial,0.4,40
50-54,Male,Graduated college or technical school,50k-100k,NHOPI,0.45,40
25-29,Male,Graduated college or technical school,50k-100k,NHOPI,0.35,40
45-49,Male,Graduated high school,50k-100k,NHOPI,0.675,40
60-64,Female,Did not graduate high school,100k-200k,NH-White,0.4,40
25-29,Female,Attended college or technical school,100k-200k,Other/Multiracial,0.45,40
30-34,Male,Did not graduate high school,<15k,NH-Black,0.3,40
45-49,Female,Did not graduate high school,25k-35k,NH-Black,0.625,40
55-59,Female,Graduated college or technical school,50k-100k,NHOPI,0.4,40
65-69,Male,Graduated college or technical school,100k-200k,AIAN,0.45,40
18-24,Female,Graduated high school,15k-25k,NHOPI,0.5,40
50-54,Female,Did not graduate high school,25k-35k,NH-Black,0.625,40
35-39,Female,Graduated high school,15k-25k,Asian,0.275,40
40-44,Female,Attended college or technical school,35k-50k,Asian,0.325,40
70-74,Female,Attended college or technical school,15k-25k,Asian,0.075,40
45-49,Male,Did not graduate high school,50k-100k,NH-Black,0.425,40
35-39,Female,Graduated high school,35k-50k,Asian,0.3,40
60-64,Male,Graduated high school,50k-100k,NHOPI,0.375,40
70-74,Male,Graduated college or technical school,<15k,NH-Black,0.175,40
70-74,Female,Graduated high school,15k-25k,Asian,0.15,40
75-79,Female,Graduated high school,50k-100k,Other/Multiracial,0.45,40
70-74,Female,Graduated college or technical school,200k+,NH-Black,0.3,40
70-74,Male,Graduated college or technical school,<15k,Hispanic,0.3,40
30-34,Female,Graduated high school,35k-50k,AIAN,0.6,40
60-64,Female,Attended college or technical school,35k-50k,Asian,0.175,40
65-69,Female,Graduated high school,15k-25k,Asian,0.175,40
35-39,Male,Graduated high school,25k-35k,Asian,0.225,40
25-29,Female,Graduated college or technical school,50k-100k,NHOPI,0.25,40
80+,Male,Did not graduate high school,35k-50k,NH-Black,0.225,40
30-34,Male,Attended college or technical school,25k-35k,Asian,0.3076923076923077,39
25-29,Female,Did not graduate high school,<15k,NH-Black,0.5641025641025641,39
30-34,Female,Did not graduate high school,<15k,AIAN,0.41025641025641024,39
55-59,Female,Graduated high school,50k-100k,NHOPI,0.5128205128205128,39
40-44,Male,Did not graduate high school,200k+,NH-White,0.38461538461538464,39
80+,Female,Graduated high school,50k-100k,Asian,0.02564102564102564,39
50-54,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.4358974358974359,39
18-24,Male,Attended college or technical school,35k-50k,AIAN,0.358974358974359,39
75-79,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.20512820512820512,39
45-49,Female,Attended college or technical school,50k-100k,NHOPI,0.48717948717948717,39
55-59,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.38461538461538464,39
25-29,Male,Attended college or technical school,15k-25k,AIAN,0.41025641025641024,39
65-69,Female,Graduated high school,100k-200k,NH-Black,0.5128205128205128,39
80+,Male,Graduated college or technical school,50k-100k,AIAN,0.38461538461538464,39
55-59,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.4358974358974359,39
25-29,Female,Graduated college or technical school,35k-50k,AIAN,0.38461538461538464,39
25-29,Female,Graduated college or technical school,200k+,NH-Black,0.20512820512820512,39
30-34,Male,Graduated college or technical school,50k-100k,NHOPI,0.1794871794871795,39
75-79,Female,Did not graduate high school,35k-50k,NH-Black,0.4358974358974359,39
80+,Female,Graduated high school,50k-100k,Other/Multiracial,0.28205128205128205,39
65-69,Male,Attended college or technical school,50k-100k,NHOPI,0.41025641025641024,39
45-49,Male,Attended college or technical school,15k-25k,AIAN,0.46153846153846156,39
18-24,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.2564102564102564,39
70-74,Female,Graduated college or technical school,<15k,Other/Multiracial,0.358974358974359,39
75-79,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.1282051282051282,39
45-49,Female,Graduated high school,50k-100k,Asian,0.23076923076923078,39
55-59,Male,Graduated high school,35k-50k,Asian,0.1794871794871795,39
35-39,Male,Did not graduate high school,<15k,NH-Black,0.38461538461538464,39
18-24,Male,Attended college or technical school,15k-25k,AIAN,0.46153846153846156,39
55-59,Female,Did not graduate high school,<15k,Other/Multiracial,0.5897435897435898,39
80+,Male,Graduated high school,15k-25k,AIAN,0.23076923076923078,39
65-69,Female,Did not graduate high school,15k-25k,AIAN,0.41025641025641024,39
35-39,Male,Attended college or technical school,35k-50k,AIAN,0.41025641025641024,39
45-49,Male,Graduated high school,35k-50k,Asian,0.1282051282051282,39
25-29,Female,Attended college or technical school,<15k,Other/Multiracial,0.41025641025641024,39
55-59,Female,Attended college or technical school,100k-200k,Asian,0.1794871794871795,39
75-79,Female,Graduated college or technical school,<15k,NH-Black,0.42105263157894735,38
80+,Female,Graduated college or technical school,<15k,NH-Black,0.3157894736842105,38
35-39,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.3684210526315789,38
60-64,Male,Did not graduate high school,200k+,NH-White,0.3684210526315789,38
75-79,Male,Graduated high school,15k-25k,AIAN,0.4473684210526316,38
45-49,Female,Did not graduate high school,100k-200k,NH-White,0.42105263157894735,38
30-34,Female,Did not graduate high school,25k-35k,NH-Black,0.5789473684210527,38
65-69,Female,Graduated college or technical school,<15k,Other/Multiracial,0.34210526315789475,38
35-39,Male,Attended college or technical school,<15k,Other/Multiracial,0.4473684210526316,38
30-34,Male,Attended college or technical school,50k-100k,NHOPI,0.5263157894736842,38
40-44,Male,Attended college or technical school,100k-200k,AIAN,0.7631578947368421,38
65-69,Male,Graduated high school,100k-200k,Other/Multiracial,0.5,38
45-49,Female,Graduated high school,100k-200k,NH-Black,0.631578947368421,38
35-39,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.2631578947368421,38
60-64,Male,Attended college or technical school,100k-200k,Asian,0.21052631578947367,38
40-44,Female,Graduated high school,100k-200k,Other/Multiracial,0.3684210526315789,38
65-69,Female,Graduated college or technical school,200k+,Asian,0.02631578947368421,38
75-79,Male,Did not graduate high school,35k-50k,Hispanic,0.3157894736842105,38
25-29,Female,Graduated high school,50k-100k,AIAN,0.39473684210526316,38
70-74,Female,Graduated college or technical school,35k-50k,AIAN,0.34210526315789475,38
65-69,Male,Did not graduate high school,15k-25k,AIAN,0.4473684210526316,38
75-79,Male,Graduated high school,25k-35k,AIAN,0.42105263157894735,38
65-69,Female,Graduated college or technical school,100k-200k,AIAN,0.3157894736842105,38
30-34,Male,Graduated college or technical school,<15k,NH-Black,0.23684210526315788,38
70-74,Male,Attended college or technical school,35k-50k,Asian,0.07894736842105263,38
55-59,Male,Graduated high school,100k-200k,AIAN,0.7105263157894737,38
70-74,Female,Attended college or technical school,100k-200k,Hispanic,0.3157894736842105,38
35-39,Male,Graduated high school,100k-200k,Asian,0.1891891891891892,37
40-44,Male,Attended college or technical school,35k-50k,Asian,0.16216216216216217,37
18-24,Male,Attended college or technical school,25k-35k,AIAN,0.21621621621621623,37
65-69,Male,Did not graduate high school,<15k,Other/Multiracial,0.43243243243243246,37
40-44,Male,Attended college or technical school,15k-25k,AIAN,0.5135135135135135,37
60-64,Female,Did not graduate high school,50k-100k,Hispanic,0.32432432432432434,37
35-39,Male,Graduated high school,100k-200k,AIAN,0.4864864864864865,37
70-74,Female,Graduated college or technical school,50k-100k,NHOPI,0.2702702702702703,37
55-59,Female,Graduated college or technical school,25k-35k,AIAN,0.43243243243243246,37
65-69,Male,Did not graduate high school,50k-100k,NH-Black,0.2972972972972973,37
45-49,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.3783783783783784,37
35-39,Female,Graduated high school,25k-35k,Asian,0.32432432432432434,37
40-44,Female,Attended college or technical school,200k+,Hispanic,0.35135135135135137,37
18-24,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.02702702702702703,37
25-29,Female,Graduated high school,25k-35k,Asian,0.2702702702702703,37
80+,Male,Attended college or technical school,50k-100k,Asian,0.08108108108108109,37
25-29,Male,Graduated high school,<15k,AIAN,0.3783783783783784,37
70-74,Female,Did not graduate high school,<15k,AIAN,0.32432432432432434,37
40-44,Female,Did not graduate high school,100k-200k,NH-White,0.4864864864864865,37
18-24,Male,Did not graduate high school,25k-35k,NH-Black,0.2972972972972973,37
60-64,Male,Attended college or technical school,50k-100k,NHOPI,0.5135135135135135,37
40-44,Male,Graduated high school,200k+,Hispanic,0.4864864864864865,37
45-49,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.43243243243243246,37
55-59,Male,Graduated high school,25k-35k,Asian,0.1891891891891892,37
30-34,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.24324324324324326,37
40-44,Male,Did not graduate high school,50k-100k,NH-Black,0.4594594594594595,37
75-79,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.24324324324324326,37
60-64,Female,Attended college or technical school,25k-35k,Asian,0.05555555555555555,36
35-39,Male,Attended college or technical school,35k-50k,Asian,0.3333333333333333,36
70-74,Male,Graduated college or technical school,50k-100k,NHOPI,0.3333333333333333,36
80+,Male,Graduated college or technical school,15k-25k,NH-Black,0.2222222222222222,36
60-64,Female,Attended college or technical school,15k-25k,Asian,0.2777777777777778,36
70-74,Male,Attended college or technical school,100k-200k,Hispanic,0.3611111111111111,36
75-79,Male,Graduated high school,35k-50k,AIAN,0.3888888888888889,36
70-74,Male,Graduated high school,<15k,Other/Multiracial,0.3888888888888889,36
60-64,Male,Graduated college or technical school,35k-50k,AIAN,0.3333333333333333,36
75-79,Female,Attended college or technical school,35k-50k,Asian,0.16666666666666666,36
75-79,Female,Attended college or technical school,50k-100k,AIAN,0.4444444444444444,36
25-29,Male,Graduated high school,<15k,Other/Multiracial,0.3055555555555556,36
35-39,Male,Graduated college or technical school,35k-50k,AIAN,0.2777777777777778,36
55-59,Male,Did not graduate high school,15k-25k,AIAN,0.3333333333333333,36
40-44,Female,Did not graduate high school,<15k,AIAN,0.4166666666666667,36
30-34,Male,Graduated college or technical school,<15k,Asian,0.1388888888888889,36
35-39,Female,Graduated college or technical school,25k-35k,AIAN,0.4722222222222222,36
75-79,Female,Graduated college or technical school,25k-35k,Asian,0.1111111111111111,36
70-74,Female,Graduated high school,50k-100k,AIAN,0.3333333333333333,36
18-24,Female,Attended college or technical school,200k+,Asian,0.1111111111111111,36
80+,Female,Attended college or technical school,25k-35k,AIAN,0.1388888888888889,36
45-49,Female,Graduated high school,35k-50k,Asian,0.1111111111111111,36
65-69,Male,Attended college or technical school,25k-35k,Asian,0.25,36
50-54,Female,Graduated high school,50k-100k,NHOPI,0.4444444444444444,36
18-24,Male,Attended college or technical school,200k+,Other/Multiracial,0.16666666666666666,36
80+,Female,Did not graduate high school,15k-25k,Other/Multiracial,0.2777777777777778,36
18-24,Male,Graduated high school,<15k,AIAN,0.3055555555555556,36
45-49,Female,Graduated college or technical school,100k-200k,NHOPI,0.4722222222222222,36
65-69,Female,Did not graduate high school,35k-50k,NH-Black,0.5277777777777778,36
18-24,Female,Graduated high school,35k-50k,NHOPI,0.4722222222222222,36
45-49,Male,Graduated high school,25k-35k,Asian,0.25,36
65-69,Female,Graduated college or technical school,200k+,Hispanic,0.25,36
70-74,Female,Attended college or technical school,100k-200k,Other/Multiracial,0.3888888888888889,36
45-49,Female,Did not graduate high school,<15k,AIAN,0.5555555555555556,36
25-29,Female,Graduated high school,15k-25k,NHOPI,0.4722222222222222,36
55-59,Female,Attended college or technical school,50k-100k,NHOPI,0.25,36
80+,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.08571428571428572,35
45-49,Male,Graduated high school,100k-200k,Asian,0.2,35
50-54,Male,Graduated college or technical school,15k-25k,Asian,0.08571428571428572,35
75-79,Female,Attended college or technical school,25k-35k,AIAN,0.34285714285714286,35
60-64,Male,Graduated high school,15k-25k,Asian,0.2,35
75-79,Female,Attended college or technical school,35k-50k,AIAN,0.5142857142857142,35
50-54,Female,Graduated high school,35k-50k,NHOPI,0.5714285714285714,35
70-74,Male,Attended college or technical school,25k-35k,Asian,0.11428571428571428,35
75-79,Male,Did not graduate high school,100k-200k,NH-White,0.37142857142857144,35
50-54,Male,Graduated high school,25k-35k,Asian,0.22857142857142856,35
50-54,Female,Attended college or technical school,200k+,Hispanic,0.2857142857142857,35
35-39,Male,Did not graduate high school,25k-35k,NH-Black,0.34285714285714286,35
70-74,Male,Graduated college or technical school,15k-25k,Asian,0.22857142857142856,35
45-49,Female,Graduated college or technical school,<15k,Other/Multiracial,0.42857142857142855,35
18-24,Male,Graduated high school,100k-200k,AIAN,0.22857142857142856,35
35-39,Female,Graduated high school,35k-50k,AIAN,0.42857142857142855,35
75-79,Male,Attended college or technical school,35k-50k,AIAN,0.45714285714285713,35
18-24,Male,Graduated college or technical school,200k+,Other/Multiracial,0.08571428571428572,35
60-64,Male,Graduated high school,100k-200k,AIAN,0.6,35
80+,Female,Did not graduate high school,35k-50k,Hispanic,0.17142857142857143,35
50-54,Female,Graduated high school,35k-50k,AIAN,0.5142857142857142,35
25-29,Male,Attended college or technical school,50k-100k,NHOPI,0.42857142857142855,35
55-59,Female,Did not graduate high school,15k-25k,AIAN,0.42857142857142855,35
65-69,Male,Graduated college or technical school,<15k,Asian,0.11428571428571428,35
45-49,Male,Attended college or technical school,35k-50k,Asian,0.14285714285714285,35
50-54,Female,Graduated high school,35k-50k,Asian,0.2571428571428571,35
60-64,Male,Graduated high school,35k-50k,Asian,0.22857142857142856,35
40-44,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.4857142857142857,35
30-34,Male,Graduated high school,35k-50k,NHOPI,0.45714285714285713,35
18-24,Male,Did not graduate high school,35k-50k,NH-Black,0.34285714285714286,35
65-69,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.4,35
30-34,Female,Attended college or technical school,50k-100k,NHOPI,0.4857142857142857,35
50-54,Male,Attended college or technical school,50k-100k,NHOPI,0.6285714285714286,35
65-69,Female,Graduated college or technical school,<15k,AIAN,0.2,35
55-59,Male,Graduated college or technical school,100k-200k,NHOPI,0.42857142857142855,35
30-34,Female,Attended college or technical school,<15k,AIAN,0.5,34
18-24,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.14705882352941177,34
40-44,Female,Did not graduate high school,35k-50k,NH-Black,0.5588235294117647,34
18-24,Female,Graduated high school,200k+,Hispanic,0.08823529411764706,34
65-69,Male,Did not graduate high school,25k-35k,Other/Multiracial,0.4117647058823529,34
70-74,Male,Did not graduate high school,15k-25k,AIAN,0.20588235294117646,34
60-64,Female,Graduated high school,35k-50k,Asian,0.058823529411764705,34
40-44,Female,Attended college or technical school,50k-100k,NHOPI,0.6470588235294118,34
75-79,Female,Did not graduate high school,35k-50k,Hispanic,0.35294117647058826,34
55-59,Male,Graduated college or technical school,<15k,Other/Multiracial,0.3235294117647059,34
75-79,Male,Graduated high school,50k-100k,Asian,0.14705882352941177,34
30-34,Female,Attended college or technical school,100k-200k,Asian,0.17647058823529413,34
18-24,Female,Graduated high school,25k-35k,NHOPI,0.5294117647058824,34
80+,Male,Did not graduate high school,35k-50k,Hispanic,0.20588235294117646,34
75-79,Male,Attended college or technical school,<15k,NH-Black,0.17647058823529413,34
40-44,Female,Graduated college or technical school,100k-200k,NHOPI,0.5294117647058824,34
18-24,Male,Graduated high school,200k+,Other/Multiracial,0.17647058823529413,34
40-44,Male,Attended college or technical school,50k-100k,NHOPI,0.5588235294117647,34
45-49,Male,Attended college or technical school,<15k,AIAN,0.5,34
75-79,Male,Attended college or technical school,15k-25k,AIAN,0.4117647058823529,34
50-54,Male,Did not graduate high school,15k-25k,AIAN,0.4117647058823529,34
35-39,Female,Graduated high school,100k-200k,NH-Black,0.6176470588235294,34
35-39,Female,Graduated college or technical school,<15k,Asian,0.11764705882352941,34
35-39,Male,Attended college or technical school,25k-35k,Asian,0.14705882352941177,34
70-74,Male,Graduated high school,25k-35k,Asian,0.20588235294117646,34
80+,Male,Graduated high school,25k-35k,AIAN,0.17647058823529413,34
45-49,Female,Graduated high school,100k-200k,Other/Multiracial,0.4117647058823529,34
18-24,Female,Graduated high school,50k-100k,NHOPI,0.29411764705882354,34
30-34,Female,Graduated high school,35k-50k,Asian,0.23529411764705882,34
50-54,Male,Did not graduate high school,50k-100k,NH-Black,0.38235294117647056,34
35-39,Female,Attended college or technical school,50k-100k,NHOPI,0.5882352941176471,34
80+,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.23529411764705882,34
30-34,Male,Attended college or technical school,15k-25k,AIAN,0.5,34
35-39,Female,Did not graduate high school,15k-25k,Other/Multiracial,0.47058823529411764,34
40-44,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.47058823529411764,34
50-54,Male,Graduated high school,35k-50k,Asian,0.2647058823529412,34
18-24,Male,Did not graduate high school,15k-25k,NH-Black,0.14705882352941177,34
60-64,Female,Graduated high school,<15k,Asian,0.20588235294117646,34
80+,Female,Attended college or technical school,<15k,Other/Multiracial,0.3235294117647059,34
55-59,Female,Graduated college or technical school,15k-25k,Asian,0.23529411764705882,34
75-79,Female,Attended college or technical school,100k-200k,NH-Black,0.5,34
30-34,Female,Attended college or technical school,15k-25k,Asian,0.29411764705882354,34
35-39,Male,Graduated college or technical school,<15k,Asian,0.15151515151515152,33
25-29,Male,Graduated high school,100k-200k,Asian,0.09090909090909091,33
35-39,Male,Graduated high school,15k-25k,Asian,0.21212121212121213,33
80+,Female,Graduated college or technical school,25k-35k,Asian,0.09090909090909091,33
70-74,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.45454545454545453,33
50-54,Female,Graduated college or technical school,100k-200k,NHOPI,0.36363636363636365,33
65-69,Female,Did not graduate high school,<15k,Other/Multiracial,0.45454545454545453,33
80+,Female,Graduated high school,25k-35k,Asian,0.06060606060606061,33
35-39,Female,Did not graduate high school,<15k,AIAN,0.42424242424242425,33
45-49,Male,Did not graduate high school,100k-200k,Hispanic,0.3939393939393939,33
60-64,Male,Graduated college or technical school,15k-25k,AIAN,0.36363636363636365,33
45-49,Female,Attended college or technical school,35k-50k,Asian,0.18181818181818182,33
75-79,Male,Attended college or technical school,25k-35k,AIAN,0.36363636363636365,33
55-59,Male,Graduated college or technical school,35k-50k,AIAN,0.5454545454545454,33
65-69,Female,Graduated high school,25k-35k,Asian,0.12121212121212122,33
55-59,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.24242424242424243,33
65-69,Female,Attended college or technical school,15k-25k,Asian,0.15151515151515152,33
50-54,Male,Graduated college or technical school,200k+,AIAN,0.3333333333333333,33
80+,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.18181818181818182,33
70-74,Female,Graduated college or technical school,200k+,Asian,0.030303030303030304,33
40-44,Male,Graduated high school,100k-200k,AIAN,0.5151515151515151,33
25-29,Female,Graduated high school,<15k,AIAN,0.42424242424242425,33
75-79,Male,Attended college or technical school,35k-50k,Asian,0.06060606060606061,33
40-44,Male,Graduated college or technical school,100k-200k,NHOPI,0.46875,32
70-74,Male,Attended college or technical school,15k-25k,Asian,0.125,32
55-59,Male,Graduated high school,35k-50k,NHOPI,0.53125,32
65-69,Female,Graduated college or technical school,200k+,Other/Multiracial,0.09375,32
40-44,Female,Attended college or technical school,15k-25k,Asian,0.15625,32
25-29,Male,Graduated high school,15k-25k,Asian,0.09375,32
65-69,Male,Graduated college or technical school,25k-35k,AIAN,0.28125,32
40-44,Male,Graduated high school,50k-100k,NHOPI,0.53125,32
65-69,Male,Attended college or technical school,100k-200k,Asian,0.15625,32
50-54,Male,Attended college or technical school,25k-35k,Asian,0.125,32
