GEO_ID,NAME,education,population,year,prop
0500000US08039,"Elbert County, Colorado",Did not graduate high school,1226.0,2020,0.0581263038118718
0500000US08041,"El Paso County, Colorado",Did not graduate high school,29964.0,2020,0.06266770680615133
0500000US08043,"Fremont County, Colorado",Did not graduate high school,5467.0,2020,0.1331660739513811
0500000US08045,"Garfield County, Colorado",Did not graduate high school,6153.0,2020,0.13802772668132263
0500000US08047,"Gilpin County, Colorado",Did not graduate high school,807.0,2020,0.1193610412660849
0500000US08049,"Grand County, Colorado",Did not graduate high school,1193.0,2020,0.08439445387662706
0500000US08051,"Gunnison County, Colorado",Did not graduate high school,666.0,2020,0.052494679593284466
0500000US08053,"Hinsdale County, Colorado",Did not graduate high school,205.0,2020,0.19768563162970107
0500000US08055,"Huerfano County, Colorado",Did not graduate high school,857.0,2020,0.1295736316903538
0500000US08057,"Jackson County, Colorado",Did not graduate high school,387.0,2020,0.22737955346650998
0500000US08059,"Jefferson County, Colorado",Did not graduate high school,25559.0,2020,0.05884208248343563
0500000US08061,"Kiowa County, Colorado",Did not graduate high school,177.0,2020,0.13806552262090482
0500000US08063,"Kit Carson County, Colorado",Did not graduate high school,935.0,2020,0.1558073654390935
0500000US08065,"Lake County, Colorado",Did not graduate high school,1407.0,2020,0.17523975588491716
0500000US08067,"La Plata County, Colorado",Did not graduate high school,2486.0,2020,0.056421778897437644
0500000US08069,"Larimer County, Colorado",Did not graduate high school,11502.0,2020,0.047360424275614446
0500000US08071,"Las Animas County, Colorado",Did not graduate high school,1571.0,2020,0.13037344398340248
0500000US08073,"Lincoln County, Colorado",Did not graduate high school,782.0,2020,0.14929362352042763
0500000US08075,"Logan County, Colorado",Did not graduate high school,2527.0,2020,0.13692766188024927
0500000US08077,"Mesa County, Colorado",Did not graduate high school,12846.0,2020,0.1129020917560204
0500000US08079,"Mineral County, Colorado",Did not graduate high school,176.0,2020,0.15644444444444444
0500000US08081,"Moffat County, Colorado",Did not graduate high school,1502.0,2020,0.14382840180024897
0500000US08083,"Montezuma County, Colorado",Did not graduate high school,2694.0,2020,0.12606457650912495
0500000US08085,"Montrose County, Colorado",Did not graduate high school,4945.0,2020,0.14462870345997483
0500000US08087,"Morgan County, Colorado",Did not graduate high school,5664.0,2020,0.25838237306692213
0500000US08089,"Otero County, Colorado",Did not graduate high school,2127.0,2020,0.14883493107550205
